"","age","gender_bin","country","grit","extraversion","openess","conscientiousness","agreeableness","neuroticism","VLC_QA","VLC_rest","GS1","GS2","GS3","GS4","GS5","GS6","GS7","GS8","GS9","GS10","GS11","GS12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","gender","surveyelapse","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","education","urban","engnat","hand","religion","orientation","race","voted","married","familysize","operatingsystem","browser","screenw","screenh","introelapse","testelapse"
"1230",17,"male","US",33,17,43,34,30,12,1,4,3,5,4,2,2,1,2,3,2,4,3,2,1,4,2,1,1,4,1,1,1,1,4,5,3,5,4,4,5,5,4,4,4,5,4,5,2,3,3,4,1,3,1,3,1,3,4,5,4,2,4,3,1,2,2,1,1,1,1,1,1,1,1,134,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,2,4,1,4,2,1,2,"iOS","Safari",768,1024,9,252
"1231",18,"female","US",21,50,46,45,12,20,1,6,1,2,3,1,2,1,2,2,1,2,3,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,5,5,4,5,5,4,3,5,4,5,5,5,1,1,1,1,1,3,1,1,1,1,2,3,3,1,2,2,3,2,1,1,2,136,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,2,1,1,4,1,4,1,1,3,"iOS","Safari",768,1024,7,163
"1232",17,"male","US",36,38,38,24,27,26,1,7,2,4,3,2,4,2,3,4,3,4,2,3,5,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,2,4,2,2,4,2,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,2,2,2,3,3,4,3,3,2,2,1,180,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,2,1,1,4,1,4,2,1,5,"iOS","Safari",768,1024,44,296
"1233",17,"female","US",45,30,33,26,23,42,0,5,2,5,5,3,5,3,4,5,3,4,4,2,3,4,3,3,3,4,3,3,2,2,3,4,3,5,3,3,3,3,3,3,2,2,4,2,1,4,3,3,1,4,1,3,4,2,1,3,2,2,2,3,5,4,5,3,4,4,5,4,5,3,2,144,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,4,1,5,2,1,5,"iOS","Safari",768,1024,4,154
"1235",15,"male","IE",43,25,39,24,20,23,1,5,3,4,1,4,4,4,5,5,3,4,5,1,2,3,4,2,3,2,3,1,4,1,4,5,5,4,4,5,4,2,4,2,3,1,5,4,1,1,2,2,3,2,1,2,2,2,2,2,2,2,2,3,4,1,4,3,1,2,1,1,4,2,1,182,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,4,1,4,2,1,3,"Windows","Chrome",1366,768,4,196
"1236",22,"female","ID",25,45,50,23,16,24,2,7,1,2,5,1,3,2,3,2,1,3,1,1,5,5,5,4,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,2,1,3,1,2,5,2,3,1,3,1,1,5,1,2,1,1,2,1,1,2,1,2,3,2,2,4,4,2,2,2,133,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,3,3,2,1,1,3,5,1,1,2,"Windows","Chrome",1366,768,9,134
"1237",38,"female","DE",32,39,50,35,28,37,1,9,1,5,4,2,4,3,4,2,2,1,2,2,2,5,3,5,5,5,3,4,2,5,5,5,5,5,5,5,5,5,5,5,3,2,5,3,4,2,5,3,4,4,3,3,1,3,3,3,3,4,3,2,4,4,5,3,4,4,3,3,4,3,2,105,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,3,2,1,2,1,4,1,2,1,"iOS","Safari",768,1024,3,133
"1238",18,"female","PH",36,26,37,25,24,19,0,5,2,3,2,2,5,3,4,3,2,4,4,2,3,3,3,3,3,1,2,3,4,1,4,4,3,4,4,5,4,3,4,2,2,1,5,1,2,4,2,3,2,3,3,2,4,2,2,2,2,2,2,3,2,1,1,2,3,2,2,2,1,3,2,219,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,4,1,1,2,1,3,"Linux","Chrome",320,570,5,268
"1240",40,"male","US",30,41,48,43,23,28,2,7,1,5,3,1,5,1,2,5,2,1,3,1,3,4,5,4,5,5,4,3,5,3,5,5,5,4,5,4,5,5,5,5,4,4,5,5,4,4,5,4,4,4,2,2,3,2,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,2,1,130,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,3,2,1,1,7,1,4,1,2,1,"Windows","Microsoft Internet Explorer",1391,783,3,154
"1241",16,"male","GB",43,24,42,40,14,23,0,5,3,5,5,2,4,1,4,5,4,5,3,2,2,3,3,2,4,5,1,1,2,1,4,5,5,5,3,5,4,3,4,4,4,4,5,4,2,4,5,4,4,4,1,1,1,1,1,1,2,2,1,3,2,2,4,4,1,2,3,2,2,1,1,214,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,1,1,4,2,1,2,"iOS","Safari",768,1024,9,137
"1242",22,"male","US",39,40,42,28,27,39,0,4,2,4,4,3,5,2,4,5,3,3,2,2,4,5,4,4,4,4,4,3,4,4,4,3,5,4,4,5,4,4,4,5,4,2,3,2,2,2,4,2,3,4,2,3,3,1,4,2,4,3,2,3,5,3,4,5,4,3,4,4,3,4,1,141,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,1,1,4,2,1,1,"Macintosh","Chrome",1920,1080,2,515
"1243",22,"female","IN",21,41,40,41,16,27,0,7,1,2,5,1,3,1,2,2,1,1,1,1,4,5,5,5,4,5,3,1,5,4,4,4,1,1,5,5,5,5,5,5,5,5,5,4,3,4,4,1,5,5,5,1,1,1,3,1,1,1,1,1,2,1,4,1,4,4,2,3,2,4,2,394,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,4,3,2,1,4,1,1,2,1,3,"Windows","Firefox",1366,768,15,515
"1244",28,"male","DE",37,23,42,31,26,35,0,9,3,4,2,3,4,3,3,3,3,2,4,3,2,3,2,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,5,5,4,2,4,3,2,3,3,3,4,3,2,3,2,2,3,2,3,3,2,4,4,3,4,4,3,3,3,3,4,4,1,359,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,2,2,1,1,4,2,1,2,"Windows","Firefox",1920,1200,73,178
"1245",17,"male","US",40,24,42,29,19,39,0,4,2,5,5,3,3,3,2,4,3,4,3,3,1,4,3,2,1,5,1,3,2,2,1,5,5,5,5,5,5,1,5,5,3,3,4,3,1,3,4,2,3,3,1,4,1,1,1,1,3,3,1,3,5,3,4,2,3,5,5,4,4,4,1,307,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,1,4,2,1,2,"Macintosh","Safari",1280,800,62,296
"1246",15,"male","GB",44,24,25,23,19,36,0,5,3,4,2,4,5,2,4,4,4,5,4,3,2,2,4,3,2,3,2,2,2,2,4,2,2,2,1,3,3,4,2,2,2,2,2,2,1,2,4,2,4,2,1,2,3,2,1,2,1,2,2,3,4,2,4,3,4,4,4,4,4,3,1,152,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,1,1,4,2,1,4,"iOS","Safari",768,1024,9,147
"1247",24,"male","US",35,30,45,40,17,21,0,6,2,5,4,3,2,3,4,2,3,2,3,2,2,3,2,2,4,4,4,4,3,2,5,5,5,5,4,5,4,4,4,4,4,3,5,4,2,4,4,5,5,4,1,2,4,2,1,1,2,1,2,1,2,1,5,2,2,2,3,1,2,1,1,336,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,7,1,3,1,1,3,"Windows","Chrome",1920,1080,2,198
"1248",38,"male","IN",33,29,32,30,23,38,0,5,2,2,2,4,4,2,5,4,2,2,2,2,5,2,4,1,4,2,4,2,3,2,3,2,5,2,4,2,4,3,4,3,3,5,4,2,4,1,1,2,4,4,5,1,1,1,4,1,3,3,2,2,4,2,5,1,5,5,4,4,4,4,1,268,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,8,1,1,2,2,4,"Windows","Chrome",1024,768,33,214
"1249",28,"female","AU",25,29,46,29,16,32,2,7,1,3,4,2,3,1,3,2,2,1,2,1,1,3,3,3,4,1,3,4,4,3,5,3,5,5,4,5,4,5,5,5,4,2,5,1,1,1,4,4,3,4,1,1,1,2,2,1,2,2,2,2,4,2,4,4,4,3,3,2,4,2,2,115,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,1,1,1,2,2,4,1,2,2,"Windows","Chrome",2560,1440,3,154
"1250",17,"male","GB",52,23,38,25,22,47,0,6,4,5,4,5,5,4,4,5,5,5,1,5,1,4,1,3,3,4,1,3,2,1,3,4,5,3,1,5,4,4,5,4,1,1,4,1,1,5,4,1,3,4,1,2,4,1,2,2,2,2,2,4,5,4,5,5,5,4,5,4,5,5,1,289,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,1,1,4,2,1,3,"Windows","Chrome",1024,768,1,414
"1251",23,"female","US",25,32,37,38,10,15,0,6,1,3,2,2,2,1,3,2,2,2,4,1,2,5,5,4,5,5,2,1,1,2,2,4,5,4,3,5,4,1,5,4,3,3,4,4,4,5,5,3,4,3,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,2,117,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,1,1,6,1,3,2,1,9,"Macintosh","Safari",1920,1080,4,426
"1252",27,"male","GB",33,23,39,39,35,39,1,7,1,5,4,1,5,1,3,4,3,2,2,2,2,2,2,2,3,2,2,2,4,2,5,2,4,2,5,2,5,5,4,5,2,3,5,5,4,4,4,4,3,5,4,3,4,5,4,3,4,3,3,2,4,3,5,3,5,4,5,3,4,3,1,117,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,3,1,1,1,7,1,4,2,1,0,"Windows","Firefox",1440,900,2,336
"1253",27,"female","GB",30,24,36,33,20,22,1,5,1,3,4,1,4,2,4,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,3,4,4,4,4,4,3,3,3,4,4,3,4,4,2,2,3,4,3,4,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,148,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,4,1,1,1,7,1,4,2,2,0,"Windows","Chrome",1680,1050,195,124
"1254",13,"female","SG",38,27,29,20,43,45,2,8,2,5,3,4,2,5,4,3,2,1,3,4,2,2,4,2,4,2,3,3,4,1,5,1,2,1,4,1,4,5,3,3,3,1,3,1,2,1,2,2,3,2,3,4,5,5,5,5,5,4,4,3,5,3,4,4,5,4,5,5,5,5,2,173,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,2,1,2,"Macintosh","Safari",1440,900,2,103
"1255",31,"male","SE",41,32,45,21,35,21,0,7,2,5,3,3,4,4,4,3,2,5,3,3,3,4,3,3,4,4,3,3,3,2,5,4,5,5,5,5,4,3,5,4,1,1,2,2,2,2,2,3,2,4,3,4,3,4,4,3,4,2,5,3,1,2,4,4,1,1,2,1,3,2,1,176,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,2,1,4,1,1,3,"Windows","Chrome",1600,900,108,196
"1256",46,"male","GB",30,36,41,33,16,24,0,9,1,3,2,2,3,3,2,3,3,1,4,3,3,4,4,4,5,4,2,4,3,3,5,4,5,5,4,4,2,3,5,4,3,3,4,5,3,2,4,4,2,3,2,1,1,2,1,3,1,2,2,1,1,2,3,3,3,3,2,2,3,2,1,258,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,6,1,4,1,2,2,"Windows","Chrome",1920,1080,5,302
"1257",53,"male","US",35,27,33,31,27,33,0,5,3,3,4,3,2,2,3,2,3,3,4,3,1,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,4,4,4,4,3,2,4,2,4,2,4,2,4,4,3,2,4,2,4,2,4,2,2,2,1,2,4,2,4,4,4,4,4,4,1,244,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,7,5,4,1,3,2,"Windows","Chrome",1366,768,34,193
"1258",14,"male","US",26,19,38,46,31,15,1,9,1,2,1,1,4,1,3,4,1,4,3,1,1,1,3,1,2,1,1,5,3,1,4,5,4,2,3,2,5,5,3,5,5,5,5,4,5,5,5,3,5,4,5,1,5,1,4,3,5,2,1,4,1,1,1,5,2,1,1,1,1,1,1,186,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,3,1,1,4,4,4,2,1,1,"ChromeOS","Chrome",1366,768,59,186
"1260",23,"female","MY",36,15,38,26,23,36,0,6,3,2,4,3,5,2,4,4,3,2,2,2,1,1,2,2,3,1,2,1,1,1,4,3,4,4,4,3,4,4,4,4,4,2,2,3,3,1,2,3,3,3,4,2,3,2,2,1,3,2,2,2,4,2,4,3,4,4,4,4,4,3,2,216,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,4,2,2,2,10,1,1,2,1,4,"Windows","Microsoft Internet Explorer",1366,768,46,145
"1261",17,"female","US",39,23,43,34,28,44,1,7,1,4,5,3,5,2,5,3,3,4,1,3,2,3,1,2,2,4,1,3,4,1,4,5,3,5,4,5,4,3,5,5,4,2,3,4,3,4,2,4,4,4,5,4,2,3,3,3,2,2,2,2,5,4,4,5,4,4,4,4,5,5,2,163,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,2,2,1,1,2,1,1,2,1,1,"ChromeOS","Chrome",1366,768,5,157
"1262",47,"female","US",22,47,32,44,12,17,0,5,3,3,2,1,2,1,2,2,1,1,3,1,3,5,5,5,5,5,5,4,5,5,3,3,2,3,4,4,3,1,4,5,3,1,5,5,5,5,5,5,5,5,1,1,1,1,1,2,1,1,2,1,3,3,3,1,1,1,1,1,2,1,2,634,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,7,1,4,2,3,1,"iOS","Safari",375,667,286,293
"1263",22,"male","US",22,39,38,42,19,24,0,5,2,2,4,1,1,1,1,1,1,2,4,2,5,3,5,1,4,5,5,3,4,4,4,4,2,4,4,5,5,3,3,4,4,5,4,5,3,5,4,4,4,4,2,1,1,2,2,2,1,2,2,4,1,4,4,3,2,1,4,2,1,2,1,299,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,1,2,1,10,1,1,1,1,5,"Unknown","Opera",218,189,107,371
"1264",31,"male","US",46,30,47,29,28,35,0,6,4,5,5,3,4,3,4,4,4,4,2,4,2,3,3,2,3,5,4,3,3,2,5,4,5,5,5,5,4,4,5,5,4,3,4,3,1,4,4,2,1,3,2,4,3,2,3,2,3,4,2,3,3,3,5,2,4,3,4,4,3,4,1,238,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,2,1,4,1,1,1,"Windows","Opera",1360,768,13,283
"1265",34,"female","GB",28,35,43,36,14,31,0,7,2,2,2,3,2,3,2,2,2,2,3,3,3,4,4,3,5,4,4,2,2,4,5,4,4,5,4,4,4,4,5,4,4,3,4,3,3,4,4,4,4,3,1,1,1,2,1,1,1,2,2,2,4,4,5,4,2,3,2,2,2,3,2,194,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,1,1,4,1,1,4,"Windows","Microsoft Internet Explorer",1600,900,30,213
"1267",15,"female","IN",34,25,40,23,16,38,0,3,3,4,1,2,3,3,2,3,3,4,3,3,4,2,3,3,2,3,1,1,5,1,3,5,4,1,4,5,5,3,5,5,3,2,5,1,1,1,3,3,1,3,5,3,1,1,1,1,1,1,1,1,5,3,5,1,4,5,3,4,4,4,2,825,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,2,1,8,1,1,2,1,3,"Linux","Chrome",320,534,22,1143
"1268",26,"female","PH",31,24,27,19,19,18,0,5,2,3,2,1,4,3,3,3,3,2,2,3,1,3,5,3,2,3,1,1,3,2,3,3,3,2,3,3,4,1,2,3,2,1,3,1,1,1,3,3,1,3,4,2,1,2,1,1,3,1,2,2,1,2,1,1,1,1,2,5,3,1,2,225,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,7,1,1,1,2,2,"Linux","Chrome",360,640,550,211
"1269",21,"female","AE",27,27,41,33,20,35,1,6,2,3,2,2,2,2,3,2,3,1,4,1,1,3,4,3,4,3,2,2,2,3,4,4,4,4,4,4,5,4,4,4,3,4,3,3,3,3,4,3,3,4,4,2,1,1,2,2,3,2,1,2,3,3,4,2,4,4,3,4,4,4,2,168,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,2,1,7,1,1,2,1,2,"Macintosh","Safari",1440,900,16,182
"1270",24,"male","US",31,25,43,33,23,38,0,6,2,4,2,1,3,2,4,3,2,2,4,2,3,2,3,2,3,3,4,2,2,1,4,5,4,5,3,4,5,3,5,5,3,2,5,2,4,4,4,2,2,5,5,2,2,1,2,2,2,3,1,3,4,2,5,5,4,4,4,3,2,5,1,130,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,12,1,4,1,1,2,"Macintosh","Chrome",1280,800,8,166
"1272",13,"female","CA",44,10,38,35,42,32,2,3,4,4,4,3,4,2,4,5,3,4,3,4,1,1,1,1,1,1,1,1,1,1,4,4,5,3,4,5,4,4,2,3,4,4,4,3,3,3,5,3,3,3,1,3,3,5,5,5,5,5,5,5,4,3,2,3,3,2,5,5,2,3,2,261,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,2,1,1,1,2,2,4,2,1,2,"Windows","Chrome",1366,768,32,174
"1273",17,"male","US",43,37,46,25,13,37,1,6,2,5,3,4,5,1,5,5,3,5,2,3,4,4,5,4,4,4,1,2,5,4,5,4,4,4,5,4,5,5,5,5,3,1,4,1,1,5,2,4,2,2,1,1,1,1,2,1,2,1,2,1,5,2,5,5,4,3,4,1,4,4,1,117,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,3,1,1,5,1,4,2,1,6,"Windows","Chrome",1280,1024,6,127
"1274",42,"female","US",35,37,34,23,36,32,2,8,2,5,3,2,4,2,4,4,2,2,3,2,4,4,4,4,4,4,4,2,5,2,5,3,2,3,4,2,4,5,2,4,2,1,4,2,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,4,2,2,2,4,4,2,4,4,4,4,2,262,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,3,1,1,4,1,4,1,3,4,"Linux","AndroidBrowser",600,1024,24,181
"1275",16,"male","US",47,47,46,33,25,32,0,5,4,5,4,4,5,3,5,4,3,5,2,3,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,4,5,2,2,4,4,2,4,4,3,4,4,3,2,2,3,3,2,2,3,3,2,4,2,4,5,5,3,3,2,3,1,1,163,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,10,1,3,2,1,4,"iOS","Safari",768,1024,42,183
"1277",41,"male","US",29,14,43,50,36,38,0,6,1,5,1,2,5,1,5,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,1,5,5,5,1,2,2,4,5,4,4,4,5,4,4,1,220,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,8,1,1,2,1,1,"Windows","Opera",1366,768,28,406
"1278",39,"male","IN",27,33,36,39,27,28,0,5,3,4,4,2,2,1,1,2,2,2,2,2,3,2,4,4,4,4,4,2,4,2,3,3,4,4,4,4,4,2,4,4,4,4,5,4,4,4,2,4,4,4,5,2,2,2,2,4,2,2,4,2,2,3,5,2,2,2,4,4,2,2,1,220,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,8,1,1,2,2,4,"Windows","Microsoft Internet Explorer",1440,900,117,320
"1279",27,"female","US",38,33,49,27,16,27,1,9,1,5,4,2,5,2,5,5,4,1,1,3,4,3,4,2,4,4,2,4,4,2,5,5,5,5,5,5,5,5,5,4,4,1,5,1,2,1,4,4,3,2,1,1,2,1,1,1,1,1,3,4,3,2,3,4,2,3,4,2,1,3,2,97,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,1,2,12,4,4,1,1,2,"Windows","Chrome",1920,1080,2,102
"1280",20,"male","HK",35,28,36,42,25,24,0,5,1,5,4,2,5,1,4,3,1,5,2,2,3,3,5,2,2,3,4,3,2,1,2,5,4,4,4,4,4,1,4,4,5,3,5,5,4,1,5,5,4,5,4,2,4,1,2,2,3,2,3,2,1,1,4,2,4,2,2,2,4,2,1,428,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,2,1,1,1,1,1,"Windows","Chrome",1366,768,24,498
"1281",35,"male","US",41,10,46,21,29,35,0,9,3,2,2,4,3,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,3,1,2,4,2,2,2,2,2,1,3,2,5,3,2,3,2,5,3,1,3,4,3,4,5,4,1,4,4,1,5,1,112,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,2,3,1,4,1,1,2,"Windows","Firefox",1680,1050,3,133
"1282",25,"female","SE",24,40,37,41,17,40,0,5,1,3,1,4,1,1,2,2,2,1,5,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,5,4,4,4,5,5,4,4,4,4,4,3,2,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,112,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,1,1,4,1,1,2,"Windows","Chrome",1366,768,6,193
"1283",25,"female","RO",43,15,47,32,45,27,0,7,2,5,5,3,5,3,5,5,1,4,1,4,1,1,1,1,2,5,1,1,1,1,4,5,5,5,5,5,5,3,5,5,2,3,5,2,2,5,4,4,1,4,4,5,1,5,5,5,5,5,5,5,3,2,4,2,1,3,3,3,3,3,2,404,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,2,2,4,1,1,1,"Windows","Chrome",1366,768,60,246
"1284",22,"male","CN",35,36,47,23,15,17,0,6,1,4,4,1,5,3,5,2,5,3,1,1,3,2,5,3,4,5,5,1,4,4,4,5,4,5,4,5,5,5,5,5,3,1,3,3,1,1,1,4,2,4,2,1,2,2,1,1,1,2,1,2,1,1,2,3,2,1,3,1,1,2,1,331,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,2,1,4,2,1,3,"Windows","Chrome",0,0,20,428
"1285",22,"female","GB",32,45,41,31,15,39,1,6,2,4,2,4,2,1,4,3,2,1,5,2,4,5,5,5,5,4,4,4,4,5,4,3,5,4,5,5,4,3,4,4,5,2,4,2,1,2,3,4,4,4,1,2,2,1,1,1,1,2,2,2,5,2,4,3,4,4,5,5,4,3,2,205,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,3,1,1,1,12,2,4,2,1,2,"Windows","Chrome",1366,768,9,193
"1286",20,"female","US",23,39,36,46,12,22,0,5,1,3,3,2,2,1,2,2,1,2,3,1,4,4,4,4,4,5,4,3,3,4,5,1,3,1,5,4,4,5,5,3,5,3,5,5,4,5,5,5,4,5,1,1,2,1,1,1,1,1,1,2,3,3,3,2,3,2,1,1,2,2,2,117,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,6,1,4,1,1,4,"Windows","Microsoft Internet Explorer",1920,1080,26,174
"1287",22,"female","PH",23,12,49,34,22,31,0,5,1,3,2,3,5,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,4,3,5,2,2,1,5,3,5,4,2,3,3,2,3,1,2,2,2,2,3,2,5,1,4,4,3,3,1,5,2,119,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,4,1,1,1,1,3,"Windows","Chrome",1366,768,75,143
"1288",25,"male","US",26,27,47,45,17,20,1,7,1,4,3,2,1,2,3,3,2,1,3,1,3,1,3,3,4,2,4,1,4,2,4,5,5,5,4,5,5,4,5,5,4,5,5,4,3,5,5,5,4,5,1,2,2,1,2,2,4,1,1,1,2,1,4,1,1,2,3,2,3,1,1,162,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,3,3,1,1,1,1,4,1,1,2,"Windows","Chrome",1280,800,26,222
"1289",61,"female","US",29,33,37,30,17,25,0,7,1,3,4,4,3,1,2,2,3,1,3,2,3,3,4,3,5,4,2,4,2,3,2,5,5,1,3,5,4,2,5,5,2,3,5,4,2,2,3,4,2,3,1,1,2,1,3,3,1,3,1,1,3,4,3,4,1,2,2,2,2,2,2,212,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,4,3,1,2,6,1,4,1,2,5,"iOS","Safari",768,1024,35,222
"1290",16,"female","IT",23,19,49,43,34,33,0,7,1,2,2,1,2,2,2,2,1,3,3,2,1,3,2,2,1,4,1,2,2,1,5,5,5,5,5,5,5,5,4,5,5,5,3,5,3,5,5,2,5,5,3,4,2,4,4,2,3,4,5,3,4,2,4,4,2,2,4,3,4,4,2,168,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,6,1,4,2,1,7,"Windows","Chrome",1366,768,12,151
"1291",18,"female","SG",45,25,33,22,30,34,0,6,4,4,4,4,2,3,4,5,4,5,3,3,1,2,4,2,2,5,2,3,3,1,3,2,5,2,2,5,4,3,2,5,1,1,4,2,1,1,4,2,2,4,2,2,2,4,5,2,3,4,2,4,4,2,4,3,4,4,3,3,4,3,2,179,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,6,1,1,2,1,2,"Linux","Chrome",320,534,7,235
"1292",22,"female","CN",30,29,47,43,16,47,0,6,1,3,2,5,2,1,2,3,3,3,4,1,1,5,2,3,4,5,2,3,3,1,5,4,5,5,4,5,4,5,5,5,4,2,5,2,5,5,5,5,5,5,1,2,1,1,1,1,2,2,1,4,5,4,5,5,5,4,5,5,5,4,2,180,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,7,1,4,2,1,2,"Windows","Chrome",0,0,7,150
"1293",21,"female","US",35,47,48,24,12,28,1,5,3,5,3,1,4,1,4,5,3,4,1,1,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,3,2,4,1,2,1,2,3,2,4,1,1,3,1,1,1,1,1,1,1,4,2,5,3,2,2,3,3,3,1,2,144,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,1,1,4,1,4,2,1,2,"Windows","Chrome",1600,900,3,151
"1294",57,"female","US",34,35,35,36,14,22,1,6,2,5,4,2,2,1,3,5,2,3,3,2,3,4,4,3,4,4,4,3,3,3,3,3,4,3,4,3,4,3,4,4,4,2,3,4,4,2,4,5,4,4,1,1,1,2,1,2,1,2,2,1,2,3,4,1,2,2,3,2,2,1,2,112,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,4,1,1,2,6,1,4,1,2,5,"Windows","Microsoft Internet Explorer",1366,768,21,144
